id,session_id,raw_text,predicted_intent,text_hash,cleaned_text,snorkel_intent,snorkel_confidence
28,sim_user_27,hôm nay ăn gì ko bot,unlabeled,e1f25e460e31adafd33b1c20ada6cfe6,hôm_nay ăn gì không bot,UNLABELED,0.25
29,sim_user_28,mấy củ cho tour nt,unlabeled,ed7bbad44ebd081ba4d137e7a8af4f14,mấy triệu cho tour Nha_Trang,ask_price,0.5768767451365249
30,sim_user_29,muốn đặt ks tại nt ko bot,unlabeled,02f60b75947e281f92b42f001b95c6f3,muốn đặt khách_sạn tại Nha_Trang không bot,book_hotel,0.6474537578041929
33,sim_user_32,mấy củ cho tour nha trang wá,unlabeled,be5a76756bb4f31b4db4f763812113f7,mấy triệu cho tour Nha_Trang quá,ask_price,0.5768767451365249
34,sim_user_33,mấy tiền cho tour sg,unlabeled,c861af35be2da03dad2c74c5ce30b8ef,mấy tiền cho tour Sài_Gòn,ask_price,0.5768767451365249
35,sim_user_34,muốn tìm chỗ ở tại nt,unlabeled,f19efd6bf6c00ca65dcca8f561dc1545,muốn tìm chỗ ở tại Nha_Trang,ask_price,0.5768767451365249
36,sim_user_35,tìm tour nha trang,unlabeled,c3f4fe81d7ade9834b5c2c0a15e98618,tìm tour Nha_Trang,ask_price,0.5768767451365249
39,sim_user_38,tour đà nẵng mấy củ,unlabeled,ddb23486c6ccd86084340663af3a0c47,tour đà_nẵng mấy triệu,ask_price,0.5768767451365249
44,sim_user_43,tour sg chi phí,unlabeled,a2e5850a5ca12e795bab0b6520fdfd15,tour Sài_Gòn chi_phí,ask_price,0.5768767451365249
45,sim_user_44,tour hà nội giá nhiêu,unlabeled,4bd05c84a338f408fa53087a1f386150,tour hà_nội giá nhiêu,ask_price,0.5768767451365249
49,sim_user_48,giá sao cho tour đlạt,unlabeled,0fbc18dd9027d4e8790f12ab5f283e85,giá sao cho tour Đà_Lạt,ask_price,0.5768767451365249
51,sim_user_50,bạn tên gì,unlabeled,4e0e5f16305423ff3808eae9610f68cc,bạn tên gì,UNLABELED,0.25
53,sim_user_52,buồn ngủ quá,unlabeled,0b9536428238e2ab1b999411919f6472,buồn ngủ quá,UNLABELED,0.25
54,sim_user_53,có tour nào đi nt,unlabeled,8d778ba510fa3d1d6201392174a0b982,có tour nào đi Nha_Trang,ask_price,0.5768767451365249
61,sim_user_60,tour nt bao nhiêu,unlabeled,dd5293799d7454679a030772465a3d73,tour Nha_Trang bao_nhiêu,ask_price,0.5768767451365249
63,sim_user_62,có tour nào đi nha trang,unlabeled,4ce6694ac6e7330c28a3ac5b496a07ae,có tour nào đi Nha_Trang,ask_price,0.5768767451365249
64,sim_user_63,tour nha trang khoảng mấy tr,unlabeled,1be513ef08fc74306ff3a68cf24f31dd,tour Nha_Trang khoảng mấy triệu,ask_price,0.5768767451365249
72,sim_user_71,tour đlạt chi phí,unlabeled,6b3658685a2e0e77358dbf209f3fa894,tour Đà_Lạt chi_phí,ask_price,0.5768767451365249
74,sim_user_73,tour nt chi phí,unlabeled,403c946cbdc3e53ee41cbe709162c6fa,tour Nha_Trang chi_phí,ask_price,0.5768767451365249
77,sim_user_76,giá sao cho tour đà lạt nha,unlabeled,6ead6b82bec5853851d10a4231b0756c,giá sao cho tour Đà_Lạt nha,ask_price,0.5768767451365249
78,sim_user_77,khoảng mấy tr cho tour đà nẵng,unlabeled,0485559c6bdf72c7f813cf06f56af421,khoảng mấy triệu cho tour đà_nẵng,ask_price,0.5768767451365249
79,sim_user_78,tour hà nội giá sao,unlabeled,1a7d5b1dbaba149d53d5803396f17b9c,tour hà_nội giá sao,ask_price,0.5768767451365249
80,sim_user_79,mấy tiền cho tour pù cúp,unlabeled,89fee45ebd1bd66f57205efdf35d35c1,mấy tiền cho tour Phú_Quốc,ask_price,0.5768767451365249
87,sim_user_86,giá rẻ cho tour sapa,unlabeled,45493debfcba7ec97c918c5b240f09b3,giá rẻ cho tour_Sa_Pa,ask_price,0.5768767451365249
90,sim_user_89,ik nha trang,unlabeled,ccb59e6d6bd84ba8921d662683b6a25f,đi Nha_Trang,ask_price,0.5768767451365249
91,sim_user_90,tour đà nẵng mấy tiền,unlabeled,89778bebb4f463298b116ee642a178ac,tour đà_nẵng mấy tiền,ask_price,0.5768767451365249
92,sim_user_91,tour phú quốc mấy củ,unlabeled,dc9a75754c415cf8293a86ed7a2a0d80,tour phú_quốc mấy triệu,ask_price,0.5768767451365249
93,sim_user_92,tour đlạt khoảng mấy tr,unlabeled,74a46a09055e1691c413c2f6a88ddcef,tour Đà_Lạt khoảng mấy triệu,ask_price,0.5768767451365249
94,sim_user_93,tour nha trang giá sao wá,unlabeled,ea9ea4af0d5d9a4991ed91ff16de910d,tour Nha_Trang giá sao quá,ask_price,0.5768767451365249
95,sim_user_94,tour nha trang mấy củ,unlabeled,bf89af29690749cae1171430f359bf46,tour Nha_Trang mấy triệu,ask_price,0.5768767451365249
96,sim_user_95,giá nhiêu cho tour đà lạt,unlabeled,1245d5ab744a3c65299b39ad7e49cdd6,giá nhiêu cho tour Đà_Lạt,ask_price,0.5768767451365249
97,sim_user_96,tour sapa giá sao z,unlabeled,2946a026081b6e2d87a7c82c28027a8e,tour Sa_Pa giá sao vậy,ask_price,0.5768767451365249
101,sim_user_100,muốn đặt ks tại nt,unlabeled,adb5e741f1dfca5a5646550e7f5ae9ba,muốn đặt khách_sạn tại Nha_Trang,book_hotel,0.6474537578041929
103,sim_user_102,review du lịch nt,unlabeled,cd0570f37b49cd3a735ec490b237f7dd,review du_lịch Nha_Trang,ask_price,0.5768767451365249
108,sim_user_107,buồn ngủ quá z,unlabeled,91a56dd8dee662091b0beb0b9d39407d,buồn ngủ quá vậy,UNLABELED,0.25
120,sim_user_119,chi phí cho tour hà nội,unlabeled,ce09b526b9a6d781c8f660f96d93b931,chi_phí cho tour hà_nội,ask_price,0.5768767451365249
121,sim_user_120,tour nha trang bao nhiêu,unlabeled,534185a29a45bf3c299f2839fc2a5488,tour Nha_Trang bao_nhiêu,ask_price,0.5768767451365249
124,sim_user_123,muốn đi nha trang,unlabeled,949e67204e539380494988c4ed16b363,muốn đi Nha_Trang,ask_price,0.5768767451365249
125,sim_user_124,chi phí cho tour phú quốc,unlabeled,9e36c8e47902335b1df71f1eec03c548,chi_phí cho tour_phú_quốc,ask_price,0.5768767451365249
139,sim_user_138,tour sapa bao nhiêu,unlabeled,5c328e935b66ed08615dacabe1eea4f4,tour Sa_Pa bao_nhiêu,ask_price,0.5768767451365249
143,sim_user_142,khoảng mấy tr cho tour đà lạt,unlabeled,c361d9a41b240fa8610ad7d22fff3b5d,khoảng mấy triệu cho tour Đà_Lạt,ask_price,0.5768767451365249
146,sim_user_145,giá rẻ cho tour phú quốc,unlabeled,cad0d842e3bc0cb48d413efa8a5a5ad7,giá rẻ cho tour_phú_quốc,ask_price,0.5768767451365249
150,sim_user_149,chi phí cho tour đlạt ko bot,unlabeled,dc68faab04896db21009abc0f31fd286,chi_phí cho tour Đà_Lạt không bot,ask_price,0.5768767451365249
151,sim_user_150,bao nhiêu cho tour phú quốc z,unlabeled,4fb835598c4b01aae12fec3a34e25396,bao_nhiêu cho tour_phú_quốc vậy,ask_price,0.5768767451365249
152,sim_user_151,đặt ks ở nt wá,unlabeled,a0e3519aca64dc523365bb12a4d8cedd,đặt khách_sạn ở Nha_Trang quá,book_hotel,0.6474537578041929
154,sim_user_153,tour nha trang mấy tiền z,unlabeled,54372d9063ac1b30e56bff5dcb381377,tour Nha_Trang mấy tiền vậy,ask_price,0.5768767451365249
169,sim_user_168,chi phí cho tour nha trang nha,unlabeled,05eaa04b2df164ec200140138a2994bc,chi_phí cho tour Nha_Trang nha,ask_price,0.5768767451365249
172,sim_user_171,bao nhiêu cho tour đà nẵng z,unlabeled,5c6ca6d0150e9cfbc2cecab5ad0fec6a,bao_nhiêu cho tour đà_nẵng vậy,ask_price,0.5768767451365249
176,sim_user_175,tour sapa khoảng mấy tr z,unlabeled,2642ae0734e405564ac255a586505fab,tour Sa_Pa khoảng mấy triệu vậy,ask_price,0.5768767451365249
183,sim_user_182,chi phí cho tour pù cúp,unlabeled,02a13f0cc935a246697931410862a7b4,chi_phí cho tour Phú_Quốc,ask_price,0.5768767451365249
185,sim_user_184,giá sao cho tour nt ko bot,unlabeled,e6e30e407cdf60715d4f37d597edade0,giá sao cho tour Nha_Trang không bot,ask_price,0.5768767451365249
194,sim_user_193,bao nhiêu cho tour nha trang z,unlabeled,5f5d01e1f0f512dc52606e60427efb39,bao_nhiêu cho tour Nha_Trang vậy,ask_price,0.5768767451365249
197,sim_user_196,giá sao cho tour hà nội,unlabeled,43f28937fd47598dee85964d82599f4c,giá sao cho tour hà_nội,ask_price,0.5768767451365249
198,sim_user_197,muốn book tour tại nt,unlabeled,356c69ba70598ad081782abcffcd7f51,muốn book tour tại Nha_Trang,book_hotel,0.6474537578041929
206,sim_user_205,bao nhiêu cho tour đà lạt,unlabeled,d4786574ca61973cd0085c3a7f757146,bao_nhiêu cho tour Đà_Lạt,ask_price,0.5768767451365249
207,sim_user_206,mấy tiền cho tour đà nẵng,unlabeled,866bd133dff37e5f5ba73e66e51ba101,mấy tiền cho tour đà_nẵng,ask_price,0.5768767451365249
212,sim_user_211,giá nhiêu cho tour sapa,unlabeled,1d3ca01aa38b97c739125e5b10bece6d,giá nhiêu cho tour_Sa_Pa,ask_price,0.5768767451365249
213,sim_user_212,đặt ks ở nha trang,unlabeled,39bcb5f137d0f88a01eda689348effdf,đặt khách_sạn ở Nha_Trang,book_hotel,0.6474537578041929
215,sim_user_214,tour nt mấy tiền,unlabeled,d494f8a0754fd810d46cb490b52bd922,tour Nha_Trang mấy tiền,ask_price,0.5768767451365249
219,sim_user_218,khoảng mấy tr cho tour đà lạt z,unlabeled,1a26a4c8942ef6eb32c6741c7675e07b,khoảng mấy triệu cho tour Đà_Lạt vậy,ask_price,0.5768767451365249
224,sim_user_223,chi phí cho tour sg,unlabeled,1d9fe512480a2211f7ff690b80c9ea9e,chi_phí cho tour Sài_Gòn,ask_price,0.5768767451365249
226,sim_user_225,hôm nay ăn gì,unlabeled,801059c292383b5dcbbfcb8c22be3cce,hôm_nay ăn gì,UNLABELED,0.25
230,sim_user_229,giá rẻ cho tour sapa nha,unlabeled,b9f7dbc95dd436419b10713baae5098c,giá rẻ cho tour_Sa_Pa nha,ask_price,0.5768767451365249
231,sim_user_230,tour hà nội khoảng mấy tr,unlabeled,ac29c7b1da41398374f11ad351971470,tour hà_nội khoảng mấy triệu,ask_price,0.5768767451365249
234,sim_user_233,tour nha trang giá rẻ,unlabeled,1000f74aeb2a5e158dd78e4dcbf216cb,tour Nha_Trang giá rẻ,ask_price,0.5768767451365249
238,sim_user_237,giá nhiêu cho tour đà nẵng,unlabeled,9faa3262c7c381d0c39522263edfe44b,giá nhiêu cho tour đà_nẵng,ask_price,0.5768767451365249
243,sim_user_242,bao nhiêu cho tour hà nội,unlabeled,cd85aff1a66c90635d9eba3abeca1e5d,bao_nhiêu cho tour hà_nội,ask_price,0.5768767451365249
246,sim_user_245,chi phí cho tour nha trang,unlabeled,27515e4e73f90a6f5a71d2b7c101fc3a,chi_phí cho tour Nha_Trang,ask_price,0.5768767451365249
253,sim_user_252,giá nhiêu cho tour nt,unlabeled,d55d7513d1fa98b532feab4ff79ce58d,giá nhiêu cho tour Nha_Trang,ask_price,0.5768767451365249
256,sim_user_255,chi phí cho tour đlạt wá,unlabeled,2e4f9f7b3ac2e13a2b600a93d09d6bb4,chi_phí cho tour Đà_Lạt quá,ask_price,0.5768767451365249
257,sim_user_256,tour đà lạt mấy tiền,unlabeled,726e41bf66755d6c9a909d687d790ef0,tour Đà_Lạt mấy tiền,ask_price,0.5768767451365249
265,sim_user_264,muốn thuê ks tại nha trang,unlabeled,eb785eb995e079e66d25a755dd4531f5,muốn thuê khách_sạn tại Nha_Trang,book_hotel,0.6474537578041929
268,sim_user_267,book tour ở nt,unlabeled,305c780d6a78275b404592b96c355d7e,book tour ở Nha_Trang,book_hotel,0.6474537578041929
269,sim_user_268,mấy củ cho tour đà nẵng,unlabeled,2cd5617184c20051b4c9e6f6eb55aab2,mấy triệu cho tour đà_nẵng,ask_price,0.5768767451365249
270,sim_user_269,mấy tiền cho tour đlạt,unlabeled,52184248cf55491f922e5c951b5bb703,mấy tiền cho tour Đà_Lạt,ask_price,0.5768767451365249
271,sim_user_270,giá sao cho tour hà nội nha,unlabeled,85f519ec48024d5f6bf1de6e481217e4,giá sao cho tour hà_nội nha,ask_price,0.5768767451365249
273,sim_user_272,tour sg mấy củ nha,unlabeled,d68be5af079f6fd9da0e147200e6004e,tour Sài_Gòn mấy triệu nha,ask_price,0.5768767451365249
279,sim_user_278,tour phú quốc chi phí,unlabeled,054060c8564e2629730c2727a0402e4d,tour phú_quốc chi_phí,ask_price,0.5768767451365249
286,sim_user_285,tour pù cúp giá sao,unlabeled,7434ecf4e60a866f09adb4fcec8a16d6,tour Phú_Quốc giá sao,ask_price,0.5768767451365249
289,sim_user_288,chi phí cho tour đlạt nha,unlabeled,985986828c147d6e6d17049ac8340934,chi_phí cho tour Đà_Lạt nha,ask_price,0.5768767451365249
291,sim_user_290,tour đlạt giá rẻ,unlabeled,03cfbe54dc2f788931e19897174ae369,tour Đà_Lạt giá rẻ,ask_price,0.5768767451365249
304,sim_user_303,book vé ở nt,unlabeled,3b6c2b60dd7b14b857994d95d99ab065,book vé ở Nha_Trang,book_hotel,0.6474537578041929
310,sim_user_309,tour đà nẵng chi phí,unlabeled,8c20edfb1b4891c1a23497186748c0d3,tour đà_nẵng chi_phí,ask_price,0.5768767451365249
318,sim_user_317,bao nhiêu cho tour sapa,unlabeled,97f3002077dc9569c0d30533b1eabd6e,bao_nhiêu cho tour_Sa_Pa,ask_price,0.5768767451365249
321,sim_user_320,tour đà lạt giá nhiêu,unlabeled,5f165b2620a9998f5359ae06593ec397,tour Đà_Lạt giá nhiêu,ask_price,0.5768767451365249
324,sim_user_323,bao nhiêu cho tour sg wá,unlabeled,7b9eb44b3d1ab8d12844778fd721d7be,bao_nhiêu cho tour Sài_Gòn quá,ask_price,0.5768767451365249
326,sim_user_325,tour đlạt bao nhiêu ko bot,unlabeled,babad08bdf447b816bb020af3b6390a9,tour Đà_Lạt bao_nhiêu không bot,ask_price,0.5768767451365249
334,sim_user_333,tour pù cúp giá rẻ,unlabeled,cc0562fcbc4910555a4464479d2293d9,tour Phú_Quốc giá rẻ,ask_price,0.5768767451365249
342,sim_user_341,tour đà lạt giá sao,unlabeled,8d626b2badfc4af7e875044413618c26,tour Đà_Lạt giá sao,ask_price,0.5768767451365249
346,sim_user_345,tour sg giá rẻ,unlabeled,3133aae53469b3b41c78df6acd4e20ec,tour Sài_Gòn giá rẻ,ask_price,0.5768767451365249
348,sim_user_347,mấy củ cho tour đlạt nha,unlabeled,9930e1eb6b38239c386944112d58c3d4,mấy triệu cho tour Đà_Lạt nha,ask_price,0.5768767451365249
359,sim_user_358,tour phú quốc khoảng mấy tr,unlabeled,1bb1dd21adb5235ed72b48bf565335d8,tour phú_quốc khoảng mấy triệu,ask_price,0.5768767451365249
362,sim_user_361,mấy củ cho tour nha trang,unlabeled,52134fc1cb699c977c8367ef7a635e91,mấy triệu cho tour Nha_Trang,ask_price,0.5768767451365249
365,sim_user_364,giá sao cho tour hà nội wá,unlabeled,082a8a69e5ab01dc2809bfcb8e7cb605,giá sao cho tour hà_nội quá,ask_price,0.5768767451365249
367,sim_user_366,tour nha trang giá sao,unlabeled,89d2c5248069b9b91b37375356e7382b,tour Nha_Trang giá sao,ask_price,0.5768767451365249
368,sim_user_367,giá nhiêu cho tour nha trang,unlabeled,0036b9f402d9096c3702bc4987fd1d17,giá nhiêu cho tour Nha_Trang,ask_price,0.5768767451365249
370,sim_user_369,thuê ks ở nha trang,unlabeled,cfa24f1b0fa8405a7bd588d0900ed3b8,thuê khách_sạn ở Nha_Trang,book_hotel,0.6474537578041929
374,sim_user_373,tour sapa mấy củ,unlabeled,dbe0a773e25ccb531a251ca3d741aa47,tour Sa_Pa mấy triệu,ask_price,0.5768767451365249
375,sim_user_374,bao nhiêu cho tour đlạt,unlabeled,962c8686fa01997211860c5380d2cdf9,bao_nhiêu cho tour Đà_Lạt,ask_price,0.5768767451365249
376,sim_user_375,khoảng mấy tr cho tour sg,unlabeled,ce8ddf4269ce0847ad2de4cb34e34736,khoảng mấy triệu cho tour Sài_Gòn,ask_price,0.5768767451365249
377,sim_user_376,chi phí cho tour đà lạt,unlabeled,e326e6ef5cb564ce7153b732ca19c348,chi_phí cho tour Đà_Lạt,ask_price,0.5768767451365249
383,sim_user_382,tour nt giá rẻ,unlabeled,357fb952b6925b6bcc7392028b3aca16,tour Nha_Trang giá rẻ,ask_price,0.5768767451365249
384,sim_user_383,tour nha trang giá nhiêu nha,unlabeled,703769b0030f82a8a47a2120ca1efd7f,tour Nha_Trang giá nhiêu nha,ask_price,0.5768767451365249
387,sim_user_386,tour nha trang mấy tiền,unlabeled,8303c338511cf165796febe86f9de76e,tour Nha_Trang mấy tiền,ask_price,0.5768767451365249
390,sim_user_389,tour phú quốc giá rẻ,unlabeled,3afa1bb8525891a1adf35688feb210ed,tour phú_quốc giá rẻ,ask_price,0.5768767451365249
399,sim_user_398,tour đà lạt khoảng mấy tr,unlabeled,700a3eb095a827705a7dab2c0a96afcb,tour Đà_Lạt khoảng mấy triệu,ask_price,0.5768767451365249
405,sim_user_404,tour đà nẵng bao nhiêu,unlabeled,47263e9d0e5322812c95a0bab7196e2a,tour đà_nẵng bao_nhiêu,ask_price,0.5768767451365249
407,sim_user_406,book tour ở nha trang ko bot,unlabeled,bc70a628cf21877cb88080e10f2cf54f,book tour ở Nha_Trang không bot,book_hotel,0.6474537578041929
412,sim_user_411,giá sao cho tour đà lạt,unlabeled,ba2aa49a4a5f6cac9953b5656c47470e,giá sao cho tour Đà_Lạt,ask_price,0.5768767451365249
420,sim_user_419,tour sapa giá nhiêu,unlabeled,dc799e994be47d16bcc6bc80fc5cfac6,tour Sa_Pa giá nhiêu,ask_price,0.5768767451365249
424,sim_user_423,tour đà lạt giá rẻ,unlabeled,8bddfe7371edbac6299049e009e40e57,tour Đà_Lạt giá rẻ,ask_price,0.5768767451365249
427,sim_user_426,bạn tên gì nha,unlabeled,1c779f5b5c10c6430bfc59c2d4b5b794,bạn tên gì nha,UNLABELED,0.25
428,sim_user_427,chi phí cho tour đlạt,unlabeled,89da1ebc6d0c789e1b3c1e2e73e5a88d,chi_phí cho tour Đà_Lạt,ask_price,0.5768767451365249
429,sim_user_428,giá rẻ cho tour pù cúp,unlabeled,77e9a76974edd742315309c20f2a5d61,giá rẻ cho tour Phú_Quốc,ask_price,0.5768767451365249
430,sim_user_429,giá rẻ cho tour đà nẵng,unlabeled,5f12c2b3225b3456399ee6ec823d526c,giá rẻ cho tour đà_nẵng,ask_price,0.5768767451365249
440,sim_user_439,giá nhiêu cho tour pù cúp,unlabeled,5e3725e515ae4d9f8637c291ba37c990,giá nhiêu cho tour Phú_Quốc,ask_price,0.5768767451365249
445,sim_user_444,chi phí cho tour đà nẵng,unlabeled,f0834993d7083631f1e131cca7372409,chi_phí cho tour đà_nẵng,ask_price,0.5768767451365249
452,sim_user_451,giá sao cho tour nha trang wá,unlabeled,b893856b47232b208582aed2d30e5e87,giá sao cho tour Nha_Trang quá,ask_price,0.5768767451365249
457,sim_user_456,book tour ở nha trang,unlabeled,ae55f8741cf1b5a98c6258816e4676a4,book tour ở Nha_Trang,book_hotel,0.6474537578041929
458,sim_user_457,khoảng mấy tr cho tour nt wá,unlabeled,f321ee252010ca396f70396804c1ce73,khoảng mấy triệu cho tour Nha_Trang quá,ask_price,0.5768767451365249
464,sim_user_463,tour nha trang giá sao nha,unlabeled,14dd7190b30e7017370080180e833b70,tour Nha_Trang giá sao nha,ask_price,0.5768767451365249
468,sim_user_467,tour phú quốc giá sao,unlabeled,3bd729261ff12d85c61ec02673100c1f,tour phú_quốc giá sao,ask_price,0.5768767451365249
470,sim_user_469,tour sapa giá sao,unlabeled,62eedf3b0036899560f2f5d1cf4c8f7f,tour Sa_Pa giá sao,ask_price,0.5768767451365249
472,sim_user_471,muốn đặt phòng tại nt,unlabeled,65fa201e1cae55faf9b9570e9d263090,muốn đặt phòng tại Nha_Trang,book_hotel,0.6474537578041929
473,sim_user_472,muốn đi nt,unlabeled,d54f7dd3567b80763724afd966ac2395,muốn đi Nha_Trang,ask_price,0.5768767451365249
480,sim_user_479,tour nt giá sao,unlabeled,63d3e16f78363f1a10d5c44c48a5fd83,tour Nha_Trang giá sao,ask_price,0.5768767451365249
481,sim_user_480,tìm chỗ ở ở nha trang,unlabeled,4c52284b8559200b163109dc190ee725,tìm chỗ ở ở Nha_Trang,ask_price,0.5768767451365249
483,sim_user_482,có tour nào đi nt wá,unlabeled,3711da59ec8a70a3ba3c894bd58dc7e0,có tour nào đi Nha_Trang quá,ask_price,0.5768767451365249
487,sim_user_486,đặt vé ở nt,unlabeled,c92b44f16f6fe54a01acf7d6d420c254,đặt vé ở Nha_Trang,book_hotel,0.6474537578041929
492,sim_user_491,tìm tour nha trang wá,unlabeled,4ccbebfb984674bc159b99aacf3fafab,tìm tour Nha_Trang quá,ask_price,0.5768767451365249
496,sim_user_495,mấy củ cho tour đà lạt,unlabeled,99569f1d4c897582cb574b1a1baabf6f,mấy triệu cho tour Đà_Lạt,ask_price,0.5768767451365249
497,sim_user_496,giá rẻ cho tour đlạt,unlabeled,12b2911ca8299462810944f7cd8c7e91,giá rẻ cho tour Đà_Lạt,ask_price,0.5768767451365249
499,sim_user_498,giá nhiêu cho tour đà nẵng nha,unlabeled,40fae6e7482f77ea0f6dba6f91f6d22b,giá nhiêu cho tour đà_nẵng nha,ask_price,0.5768767451365249
500,sim_user_499,muốn tìm chỗ ở tại nha trang nha,unlabeled,5ea7522746ab13b5a5755f84f989bebe,muốn tìm chỗ ở tại Nha_Trang nha,ask_price,0.5768767451365249
504,sim_user_503,tìm chỗ ở ở nt z,unlabeled,68ca3938006fb0de3d5ebf7d3f66d791,tìm chỗ ở ở Nha_Trang vậy,ask_price,0.5768767451365249
505,sim_user_504,muốn thuê ks tại nt,unlabeled,3475fba0ed5c02f1b83a9eb8f6a7bd8c,muốn thuê khách_sạn tại Nha_Trang,book_hotel,0.6474537578041929
517,sim_user_516,giá sao cho tour phú quốc,unlabeled,55315923096f3423c9545075f32e68b8,giá sao cho tour_phú_quốc,ask_price,0.5768767451365249
522,sim_user_521,tour sg mấy củ,unlabeled,90280510116c60c3bea429c408d7084c,tour Sài_Gòn mấy triệu,ask_price,0.5768767451365249
527,sim_user_526,tour sapa chi phí ko bot,unlabeled,975806a9ef498af46527a0ff6533211b,tour Sa_Pa chi_phí không bot,ask_price,0.5768767451365249
531,sim_user_530,bạn tên gì ko bot,unlabeled,19d6886f61ec74ed81f3cbebeb6f0f65,bạn tên gì không bot,UNLABELED,0.25
532,sim_user_531,bao nhiêu cho tour hà nội wá,unlabeled,2ad2e47f22e6dd3e3d2f1afe2b38d349,bao_nhiêu cho tour hà_nội quá,ask_price,0.5768767451365249
537,sim_user_536,tour đà nẵng khoảng mấy tr,unlabeled,6f820ce0d0318f335f421f12a538c761,tour đà_nẵng khoảng mấy triệu,ask_price,0.5768767451365249
540,sim_user_539,tour phú quốc bao nhiêu,unlabeled,8bc6cc5a97362984ae9d6f154559b852,tour phú_quốc bao_nhiêu,ask_price,0.5768767451365249
545,sim_user_544,giá rẻ cho tour đà lạt nha,unlabeled,ee4c072b77ad5484efadaef4c6c18cae,giá rẻ cho tour Đà_Lạt nha,ask_price,0.5768767451365249
547,sim_user_546,mấy củ cho tour hà nội,unlabeled,a5800537e6fbebd30565a399172469a2,mấy triệu cho tour hà_nội,ask_price,0.5768767451365249
560,sim_user_559,muốn đặt phòng tại nt wá,unlabeled,2a0601c70b81d74e86b58570307030ed,muốn đặt phòng tại Nha_Trang quá,book_hotel,0.6474537578041929
563,sim_user_562,mấy củ cho tour pù cúp,unlabeled,d064d4d2741599bfb6845a3a6abecb34,mấy triệu cho tour Phú_Quốc,ask_price,0.5768767451365249
565,sim_user_564,giá sao cho tour đà nẵng,unlabeled,a0e9074de33765c0c38c679964601ca8,giá sao cho tour đà_nẵng,ask_price,0.5768767451365249
567,sim_user_566,khoảng mấy tr cho tour pù cúp,unlabeled,57df0097e2bfbd94a01f39a08d3448f6,khoảng mấy triệu cho tour Phú_Quốc,ask_price,0.5768767451365249
568,sim_user_567,mấy củ cho tour sg,unlabeled,d091e2dc78d4bb9f781f04c39e6f663c,mấy triệu cho tour Sài_Gòn,ask_price,0.5768767451365249
576,sim_user_575,giá rẻ cho tour đà lạt,unlabeled,592c146f32c13ea742c0b614c0c54cdb,giá rẻ cho tour Đà_Lạt,ask_price,0.5768767451365249
586,sim_user_585,đặt vé ở nha trang nha,unlabeled,029f8e6587ff8ec419801aac2c911618,đặt vé ở Nha_Trang nha,book_hotel,0.6474537578041929
600,sim_user_599,muốn book tour tại nha trang z,unlabeled,0e2dab8314218029c6e2ca832afe9d8b,muốn book tour tại Nha_Trang vậy,book_hotel,0.6474537578041929
601,sim_user_600,chi phí cho tour nt wá,unlabeled,365da99f779d19cbf9f55c6e6639da67,chi_phí cho tour Nha_Trang quá,ask_price,0.5768767451365249
603,sim_user_602,tour đà lạt chi phí,unlabeled,4a72de66dba4bd6690e005c59d388b4b,tour Đà_Lạt chi_phí,ask_price,0.5768767451365249
613,sim_user_612,bạn tên gì z,unlabeled,840e6e838e581d2d576262244ddd9ae6,bạn tên gì vậy,UNLABELED,0.25
616,sim_user_615,tour hà nội chi phí,unlabeled,917c498622bdce0767547cf83d6cc86f,tour hà_nội chi_phí,ask_price,0.5768767451365249
