session_id,raw_text,predicted_intent,confidence_score,destination,parsed_budget,no_results_flag,timestamp,segment_label
drift_35128_975,hoàn tiền thế nào shop,ask_policy_booking,0.938,,,0,2026-05-11 05:47:41.450749,drift
drift_74832_259,cắm trại nhé,inform,0.882,,,0,2026-05-11 06:09:18.531650,drift
drift_29337_376,cảm ơn,goodbye,0.971,,,0,2026-05-11 06:30:55.612550,drift
drift_95081_51,có homestay nào ở Huế không,search_accommodation,0.893,Huế,5000000.0,0,2026-05-11 06:52:32.693451,drift
drift_35872_260,xin chào,greet,0.963,,,0,2026-05-11 07:14:09.774352,drift
drift_11212_542,có resort nào ở Hà Giang không,search_accommodation,0.956,Hà Giang,,0,2026-05-11 07:35:46.855253,drift
drift_50635_186,mình cần tìm tour Vũng Tàu giá rẻ,search_travel,0.983,Vũng Tàu,8000000.0,0,2026-05-11 07:57:23.936153,drift
drift_39074_91,cho mình hỏi tour Đà Lạt,search_travel,0.876,Đà Lạt,3000000.0,0,2026-05-11 08:19:01.017054,drift
drift_60870_597,tìm resort giá rẻ Sapa,search_accommodation,0.948,Sapa,2000000.0,0,2026-05-11 08:40:38.097955,drift
drift_12990_620,có bot ơi,affirm,0.905,,,0,2026-05-11 09:02:15.178856,drift
drift_85545_353,mình cần tìm tour Hà Nội giá rẻ bot ơi,search_travel,0.939,Hà Nội,3000000.0,0,2026-05-11 09:23:52.259756,drift
drift_76121_169,tháng 4 đi đâu đẹp nha,search_destination,0.963,,,0,2026-05-11 09:45:29.340657,drift
drift_57494_147,muốn leo núi ở Đà Nẵng,search_activity,0.969,Đà Nẵng,,0,2026-05-11 10:07:06.421558,drift
drift_11941_706,hi,greet,0.954,,,0,2026-05-11 10:28:43.502459,drift
drift_57761_792,cho thuê xe leo núi,search_activity,0.92,,,0,2026-05-11 10:50:20.583359,drift
drift_19011_287,nên đi đâu chơi,search_destination,0.94,,,0,2026-05-11 11:11:57.664260,drift
drift_15510_236,đi Đà Nẵng mùa nào đẹp,search_travel,0.936,Đà Nẵng,20000000.0,0,2026-05-11 11:33:34.745161,drift
drift_22533_269,cảm ơn,goodbye,0.922,,,0,2026-05-11 11:55:11.826062,drift
drift_58401_710,xin chào,greet,0.95,,,0,2026-05-11 12:16:48.906962,drift
drift_36102_326,cho mình xin nhà nghỉ Vũng Tàu,search_accommodation,0.933,Vũng Tàu,3000000.0,0,2026-05-11 12:38:25.987863,drift
drift_91773_923,nên đi đâu chơi,search_destination,0.851,,,0,2026-05-11 13:00:03.068764,drift
drift_58290_89,tìm chỗ dù lượn,search_activity,0.975,,,0,2026-05-11 13:21:40.149665,drift
drift_32757_193,có tour nào đi Nha Trang không,search_travel,0.906,Nha Trang,3000000.0,0,2026-05-11 13:43:17.230565,drift
drift_40252_998,tìm chỗ dù lượn,search_activity,0.874,,,0,2026-05-11 14:04:54.311466,drift
drift_89718_878,có,affirm,0.969,,,0,2026-05-11 14:26:31.392367,drift
drift_70370_498,bạn có biết nấu ăn không,out_of_scope,0.984,,,0,2026-05-11 14:48:08.473268,drift
drift_95470_764,tour này có hdv không,ask_tour_info,0.983,,20000000.0,0,2026-05-11 15:09:45.554168,drift
drift_56194_37,gợi ý lịch trình Đà Nẵng 5 ngày 1 đêm nhé,ask_itinerary,0.987,Đà Nẵng,20000000.0,0,2026-05-11 15:31:22.635069,drift
drift_31064_242,tour giá rẻ,search_price,0.87,,800000.0,0,2026-05-11 15:52:59.715970,drift
drift_87797_388,được gấp ạ,affirm,0.861,,,0,2026-05-11 16:14:36.796871,drift
drift_24745_560,hi ạ,greet,0.891,,,0,2026-05-11 16:36:13.877771,drift
drift_84045_375,tầm 10 triệu,inform,0.957,,,0,2026-05-11 16:57:50.958672,drift
drift_84319_437,ok bạn,affirm,0.917,,,0,2026-05-11 17:19:28.039573,drift
drift_49591_66,khoảng 3 ngày 3 đêm tư vấn với,inform,0.947,,2000000.0,0,2026-05-11 17:41:05.120474,drift
drift_65049_607,hey,greet,0.947,,,0,2026-05-11 18:02:42.201374,drift
drift_21169_467,có quán nào ngon ở Vũng Tàu ạ,search_food_dining,0.861,Vũng Tàu,,0,2026-05-11 18:24:19.282275,drift
drift_95561_266,tháng 9,inform,0.9,,15000000.0,0,2026-05-11 18:45:56.363176,drift
drift_20303_466,tháng 3 gấp ạ,inform,0.902,,15000000.0,0,2026-05-11 19:07:33.444077,drift
drift_99227_306,chào bạn,greet,0.854,,,0,2026-05-11 19:29:10.524977,drift
drift_64442_525,mình cần tìm tour Hà Giang giá rẻ,search_travel,0.906,Hà Giang,2000000.0,0,2026-05-11 19:50:47.605878,drift
drift_76945_281,tìm villa giá rẻ Vũng Tàu,search_accommodation,0.934,Vũng Tàu,20000000.0,0,2026-05-11 20:12:24.686779,drift
drift_29389_15,có quán nào ngon ở Đà Nẵng,search_food_dining,0.972,Đà Nẵng,,0,2026-05-11 20:34:01.767680,drift
drift_60414_763,đặt tour Hà Giang gấp ạ,book_tour,0.974,Hà Giang,,0,2026-05-11 20:55:38.848580,drift
drift_80829_730,có tour nào đi Nha Trang không shop,search_travel,0.923,Nha Trang,,0,2026-05-11 21:17:15.929481,drift
drift_39116_197,alo nhé,greet,0.907,,,0,2026-05-11 21:38:53.010382,drift
drift_16421_314,ở Nha Trang có nhà nghỉ nào tốt shop,search_accommodation,0.984,Nha Trang,1000000.0,1,2026-05-11 22:00:30.091283,drift
drift_82653_149,đi Hội An bằng gì,ask_transportation,0.988,Hội An,,0,2026-05-11 22:22:07.172183,drift
drift_72481_596,chào bạn,greet,0.853,,,0,2026-05-11 22:43:44.253084,drift
drift_93613_525,tour này có hdv không,ask_tour_info,0.915,,5000000.0,0,2026-05-11 23:05:21.333985,drift
drift_22739_189,muốn đạp xe ở Hội An,search_activity,0.918,Hội An,,0,2026-05-11 23:26:58.414886,drift
drift_28734_954,tìm chỗ lặn san hô nha,search_activity,0.905,,,0,2026-05-11 23:48:35.495786,drift
drift_47561_547,có nơi nào đẹp để đi chơi không,search_destination,0.937,,,0,2026-05-12 00:10:12.576687,drift
drift_40541_996,đi Huế 4 ngày 4 đêm nên đi đâu,ask_itinerary,0.939,Huế,10000000.0,0,2026-05-12 00:31:49.657588,drift
drift_87151_906,Đà Nẵng mùa nào đẹp nhất,ask_location_feature,0.897,Đà Nẵng,,0,2026-05-12 00:53:26.738489,drift
drift_86448_925,mình cần tìm tour Sapa giá rẻ gấp ạ,search_travel,0.851,Sapa,,0,2026-05-12 01:15:03.819389,drift
drift_35647_973,phương tiện đi Đà Nẵng,ask_transportation,0.923,Đà Nẵng,,0,2026-05-12 01:36:40.900290,drift
drift_27120_711,chi phí tour Đà Nẵng bot ơi,search_price,0.981,Đà Nẵng,5000000.0,0,2026-05-12 01:58:17.981191,drift
drift_83188_414,ở Tà Xùa có khách sạn nào tốt,search_accommodation,0.889,Tà Xùa,15000000.0,0,2026-05-12 02:19:55.062092,drift
drift_36945_908,cho mình hỏi tour Đà Nẵng ạ,search_travel,0.917,Đà Nẵng,,0,2026-05-12 02:41:32.142992,drift
drift_15302_651,cảm ơn,goodbye,0.952,,,0,2026-05-12 03:03:09.223893,drift
drift_72561_401,từ Vinh đi Hà Giang bằng xe gì,search_travel,0.898,Hà Giang,2000000.0,0,2026-05-12 03:24:46.304794,drift
drift_52754_86,từ Đà Nẵng đi Vũng Tàu bằng xe gì,search_travel,0.964,Đà Nẵng,5000000.0,0,2026-05-12 03:46:23.385695,drift
drift_92841_374,cho thuê xe dù lượn,search_activity,0.889,,,0,2026-05-12 04:08:00.466595,drift
drift_19537_961,có nơi nào đẹp để đi chơi không,search_destination,0.898,,,0,2026-05-12 04:29:37.547496,drift
drift_28574_735,chào bạn,greet,0.864,,,0,2026-05-12 04:51:14.628397,drift
drift_60094_657,ở Đà Lạt có resort nào tốt,search_accommodation,0.944,Đà Lạt,,0,2026-05-12 05:12:51.709298,drift
drift_41004_51,có chỗ nào cắm trại không gấp ạ,search_activity,0.969,,,0,2026-05-12 05:34:28.790198,drift
drift_41720_825,mình cần tìm tour Huế giá rẻ,search_travel,0.92,Huế,2000000.0,0,2026-05-12 05:56:05.871099,drift
drift_57378_29,hi,greet,0.988,,,0,2026-05-12 06:17:42.952000,drift
drift_18477_50,Vũng Tàu có gì đẹp ạ,ask_location_feature,0.879,Vũng Tàu,,0,2026-05-12 06:39:20.032901,drift
drift_97091_909,Phú Quốc có đặc sản gì,search_food_dining,0.952,Phú Quốc,,0,2026-05-12 07:00:57.113801,drift
drift_64044_779,tìm chỗ lặn san hô,search_activity,0.86,,,0,2026-05-12 07:22:34.194702,drift
drift_57589_875,ở Sapa có homestay nào tốt,search_accommodation,0.928,Sapa,,0,2026-05-12 07:44:11.275603,drift
drift_98087_414,Hà Giang có đặc sản gì shop,search_food_dining,0.859,Hà Giang,,0,2026-05-12 08:05:48.356504,drift
drift_82911_844,được,affirm,0.855,,,0,2026-05-12 08:27:25.437404,drift
drift_28171_341,có nơi nào đẹp để đi chơi không shop,search_destination,0.884,,,0,2026-05-12 08:49:02.518305,drift
drift_66453_427,ok bạn,affirm,0.885,,,0,2026-05-12 09:10:39.599206,drift
drift_71647_660,chính sách hủy tour,ask_policy_booking,0.878,,,0,2026-05-12 09:32:16.680107,drift
drift_95778_857,thời tiết hôm nay thế nào,out_of_scope,0.955,,,0,2026-05-12 09:53:53.761007,drift
drift_23135_837,hoàn tiền thế nào,ask_policy_booking,0.962,,,0,2026-05-12 10:15:30.841908,drift
drift_36110_357,Đà Nẵng,inform,0.882,Đà Nẵng,,0,2026-05-12 10:37:07.922809,drift
drift_82106_193,Hà Giang,nlu_fallback,0.904,Hà Giang,,0,2026-05-12 10:58:45.003710,drift
drift_35298_475,ở Huế có khách sạn nào tốt,search_accommodation,0.908,Huế,,0,2026-05-12 11:20:22.084610,drift
drift_47719_260,ok bạn,affirm,0.906,,,0,2026-05-12 11:41:59.165511,drift
drift_86602_309,alo,greet,0.882,,,0,2026-05-12 12:03:36.246412,drift
drift_52798_464,tour giá rẻ gấp ạ,search_price,0.983,,3000000.0,0,2026-05-12 12:25:13.327313,drift
drift_48285_338,ok,affirm,0.982,,,0,2026-05-12 12:46:50.408213,drift
drift_34296_908,phương tiện đi Vũng Tàu,ask_transportation,0.879,Vũng Tàu,,0,2026-05-12 13:08:27.489114,drift
drift_85369_171,từ Vinh đi Nha Trang bằng xe gì,search_travel,0.917,Nha Trang,10000000.0,0,2026-05-12 13:30:04.570015,drift
drift_70288_511,có được hoàn không,ask_policy_booking,0.975,,,0,2026-05-12 13:51:41.650916,drift
drift_57211_746,xin chào ạ,greet,0.892,,,0,2026-05-12 14:13:18.731816,drift
drift_45965_7,chi phí tour Nha Trang ạ,search_price,0.878,Nha Trang,8000000.0,0,2026-05-12 14:34:55.812717,drift
drift_15810_940,không có,deny,0.882,,,0,2026-05-12 14:56:32.893618,drift
drift_25694_802,lịch trình tour Phú Quốc,ask_tour_info,0.906,Phú Quốc,3000000.0,0,2026-05-12 15:18:09.974519,drift
drift_81843_815,đi leo núi ở đâu,search_activity,0.916,,,0,2026-05-12 15:39:47.055419,drift
drift_83415_70,có chỗ nào cắm trại không tư vấn với,search_activity,0.918,,,0,2026-05-12 16:01:24.136320,drift
drift_84198_112,có resort nào ở Nha Trang không,search_accommodation,0.955,Nha Trang,,1,2026-05-12 16:23:01.217221,drift
drift_10166_381,từ Đà Nẵng đi Nha Trang bằng xe gì,search_travel,0.888,Nha Trang,,0,2026-05-12 16:44:38.298122,drift
drift_97919_116,cho thuê xe dù lượn,search_activity,0.854,,,0,2026-05-12 17:06:15.379022,drift
drift_96248_792,tìm chỗ trekking gấp ạ,search_activity,0.946,,,0,2026-05-12 17:27:52.459923,drift
drift_99557_489,đi dù lượn ở đâu,search_activity,0.876,,,0,2026-05-12 17:49:29.540824,drift
drift_25513_983,đăng ký tour Sapa,book_tour,0.962,Sapa,,0,2026-05-12 18:11:06.621725,drift
drift_96016_568,thôi,deny,0.876,,,0,2026-05-12 18:32:43.702625,drift
drift_76343_569,ok bạn,affirm,0.949,,,0,2026-05-12 18:54:20.783526,drift
drift_16702_219,mở cửa hàng lúc mấy giờ,out_of_scope,0.959,,,0,2026-05-12 19:15:57.864427,drift
drift_96969_744,đi đạp xe ở đâu,search_activity,0.857,,,0,2026-05-12 19:37:34.945328,drift
drift_94376_177,tìm chỗ dù lượn tư vấn với,search_activity,0.989,,,0,2026-05-12 19:59:12.026228,drift
drift_35654_128,cảm ơn nha,goodbye,0.927,,,0,2026-05-12 20:20:49.107129,drift
drift_82943_447,bye,goodbye,0.967,,,0,2026-05-12 20:42:26.188030,drift
drift_38601_423,Trị An,nlu_fallback,0.936,Trị An,,0,2026-05-12 21:04:03.268931,drift
drift_86797_972,cho mình hỏi tour Trị An,search_travel,0.897,Trị An,2000000.0,0,2026-05-12 21:25:40.349831,drift
drift_78334_321,ăn gì ở Đà Nẵng,search_food_dining,0.929,Đà Nẵng,,0,2026-05-12 21:47:17.430732,drift
drift_60338_281,chào bạn,greet,0.938,,,0,2026-05-12 22:08:54.511633,drift
drift_79238_810,nên đi đâu chơi,search_destination,0.882,,,0,2026-05-12 22:30:31.592534,drift
drift_74818_165,muốn đi du lịch Hà Giang 20 triệu,search_travel,0.892,Hà Giang,200000.0,0,2026-05-12 22:52:08.673434,drift
drift_61838_773,đặt tour Hội An,book_tour,0.894,Hội An,,0,2026-05-12 23:13:45.754335,drift
drift_61203_4,alo tư vấn với,greet,0.884,,,0,2026-05-12 23:35:22.835236,drift
drift_30989_934,cảm ơn,goodbye,0.986,,,0,2026-05-12 23:56:59.916137,drift
drift_18169_475,du lịch tiết kiệm nha,search_price,0.938,,2000000.0,0,2026-05-13 00:18:36.997037,drift
drift_75854_984,gợi ý lịch trình Sapa 5 ngày 4 đêm shop,ask_itinerary,0.869,Sapa,15000000.0,0,2026-05-13 00:40:14.077938,drift
drift_95962_497,xin chào,greet,0.935,,,0,2026-05-13 01:01:51.158839,drift
drift_67059_887,muốn đi du lịch tháng 5,search_destination,0.861,,,0,2026-05-13 01:23:28.239740,drift
drift_30401_300,bye gấp ạ,goodbye,0.881,,,0,2026-05-13 01:45:05.320640,drift
drift_48848_418,Hà Nội,nlu_fallback,0.947,Hà Nội,,0,2026-05-13 02:06:42.401541,drift
drift_53772_540,Hà Giang mùa nào đẹp nhất,ask_location_feature,0.934,Hà Giang,,0,2026-05-13 02:28:19.482442,drift
drift_42132_941,cho mình hỏi tour Đà Lạt,search_travel,0.859,Đà Lạt,15000000.0,0,2026-05-13 02:49:56.563343,drift
drift_94703_721,đi Hà Giang 4 ngày 1 đêm nên đi đâu shop,ask_itinerary,0.888,Hà Giang,20000000.0,0,2026-05-13 03:11:33.644243,drift
drift_97791_701,tôi muốn đi Nha Trang,search_travel,0.939,Nha Trang,5000000.0,0,2026-05-13 03:33:10.725144,drift
drift_40044_268,muốn đi du lịch tháng 9,search_destination,0.892,,,0,2026-05-13 03:54:47.806045,drift
drift_55310_711,Đà Lạt có gì đẹp,ask_location_feature,0.854,Đà Lạt,,0,2026-05-13 04:16:24.886946,drift
drift_66610_517,cho mình hỏi số điện thoại gấp ạ,out_of_scope,0.866,,,0,2026-05-13 04:38:01.967846,drift
drift_81068_445,từ Hà Nội đi Nha Trang bằng xe gì,search_travel,0.964,Nha Trang,3000000.0,0,2026-05-13 04:59:39.048747,drift
drift_22355_877,nên đi đâu chơi,search_destination,0.907,,,0,2026-05-13 05:21:16.129648,drift
drift_49934_728,hoàn tiền thế nào nhé,ask_policy_booking,0.982,,,0,2026-05-13 05:42:53.210549,drift
drift_42404_856,có tour nào đi Đà Lạt không,search_travel,0.973,Đà Lạt,,0,2026-05-13 06:04:30.291449,drift
drift_70649_331,thông tin chi tiết tour Phú Quốc,ask_tour_info,0.894,Phú Quốc,10000000.0,0,2026-05-13 06:26:07.372350,drift
drift_20327_423,bạn tên gì,bot_challenge,0.885,,,0,2026-05-13 06:47:44.453251,drift
drift_77559_546,chính sách hủy tour,ask_policy_booking,0.85,,,0,2026-05-13 07:09:21.534152,drift
drift_92457_428,Hà Giang có đặc sản gì,search_food_dining,0.862,Hà Giang,,0,2026-05-13 07:30:58.615052,drift
drift_95243_376,chào bạn,greet,0.984,,,0,2026-05-13 07:52:35.695953,drift
drift_72559_514,đi Hội An 3 ngày 4 đêm nên đi đâu bot ơi,ask_itinerary,0.895,Hội An,2000000.0,0,2026-05-13 08:14:12.776854,drift
drift_20609_318,có chỗ nào dù lượn không,search_activity,0.961,,,0,2026-05-13 08:35:49.857755,drift
drift_36697_231,giải bài tập này giúp tôi,out_of_scope,0.904,,,0,2026-05-13 08:57:26.938655,drift
drift_45191_862,muốn cắm trại ở Phú Quốc,search_activity,0.979,Phú Quốc,,0,2026-05-13 09:19:04.019556,drift
drift_62454_322,cho em xin tour Huế 8000k,search_travel,0.9,Huế,3000000.0,0,2026-05-13 09:40:41.100457,drift
drift_37185_907,hi,greet,0.913,,,0,2026-05-13 10:02:18.181358,drift
drift_82126_85,ăn gì ở Huế,search_food_dining,0.9,Huế,,0,2026-05-13 10:23:55.262258,drift
drift_78154_296,có khách sạn nào ở Sapa không,search_accommodation,0.896,Sapa,,0,2026-05-13 10:45:32.343159,drift
drift_42231_834,hey bot ơi,greet,0.906,,,0,2026-05-13 11:07:09.424060,drift
drift_82534_966,đi lặn san hô ở đâu,search_activity,0.938,,,0,2026-05-13 11:28:46.504961,drift
drift_97884_546,tìm tour Sapa 2 ngày 3 đêm,search_travel,0.932,Sapa,,0,2026-05-13 11:50:23.585861,drift
drift_79970_514,ăn gì ở Đà Lạt,search_food_dining,0.934,Đà Lạt,,0,2026-05-13 12:12:00.666762,drift
drift_51041_249,tháng 3 đi đâu đẹp nhé,search_destination,0.878,,,0,2026-05-13 12:33:37.747663,drift
drift_80528_824,được nha,affirm,0.959,,,0,2026-05-13 12:55:14.828564,drift
drift_84411_810,gợi ý điểm du lịch,search_destination,0.923,,,0,2026-05-13 13:16:51.909464,drift
drift_16071_297,phương tiện đi Đà Lạt,ask_transportation,0.932,Đà Lạt,,0,2026-05-13 13:38:28.990365,drift
drift_93337_415,muốn đi du lịch Nha Trang 2 triệu,search_travel,0.924,Nha Trang,20000000.0,0,2026-05-13 14:00:06.071266,drift
drift_81687_75,ở Đà Nẵng có khách sạn nào tốt,search_accommodation,0.939,Đà Nẵng,15000000.0,0,2026-05-13 14:21:43.152167,drift
drift_94625_854,không phải,deny,0.872,,,0,2026-05-13 14:43:20.233067,drift
drift_78142_16,mình cần tìm tour Huế giá rẻ,search_travel,0.978,Huế,,0,2026-05-13 15:04:57.313968,drift
drift_71249_189,cho thuê xe cắm trại,search_activity,0.888,,,0,2026-05-13 15:26:34.394869,drift
drift_82367_281,chi phí tour Tà Xùa,search_price,0.9,Tà Xùa,500000.0,0,2026-05-13 15:48:11.475770,drift
drift_45600_892,ừ ạ,affirm,0.871,,,0,2026-05-13 16:09:48.556670,drift
drift_17897_131,muốn chèo thuyền ở Sapa,search_activity,0.927,Sapa,,0,2026-05-13 16:31:25.637571,drift
drift_71281_462,hi,greet,0.855,,,0,2026-05-13 16:53:02.718472,drift
drift_96345_588,đi Đà Lạt chi phí bao nhiêu,search_price,0.869,Đà Lạt,,0,2026-05-13 17:14:39.799373,drift
drift_78485_245,tìm homestay giá rẻ Hà Nội,search_accommodation,0.974,Hà Nội,200000.0,1,2026-05-13 17:36:16.880273,drift
drift_56699_908,hey,greet,0.979,,,0,2026-05-13 17:57:53.961174,drift
drift_12322_584,ở Sapa có nhà nghỉ nào tốt gấp ạ,search_accommodation,0.851,Sapa,8000000.0,0,2026-05-13 18:19:31.042075,drift
drift_23315_601,chi phí tour Sapa,search_price,0.954,Sapa,,0,2026-05-13 18:41:08.122976,drift
drift_85741_362,muốn đặt tour Nha Trang,book_tour,0.879,Nha Trang,,0,2026-05-13 19:02:45.203876,drift
drift_45303_852,không,deny,0.898,,,0,2026-05-13 19:24:22.284777,drift
drift_68570_60,Đà Nẵng ạ,nlu_fallback,0.954,Đà Nẵng,,0,2026-05-13 19:45:59.365678,drift
drift_39743_759,đi Hà Giang chi phí bao nhiêu nhé,search_price,0.981,Hà Giang,8000000.0,0,2026-05-13 20:07:36.446579,drift
drift_71354_493,tìm tour Hà Nội 3 ngày 4 đêm,search_travel,0.93,Hà Nội,3000000.0,0,2026-05-13 20:29:13.527479,drift
drift_52358_99,lịch trình tour Phú Quốc shop,ask_tour_info,0.901,Phú Quốc,,0,2026-05-13 20:50:50.608380,drift
drift_20233_33,đi Đà Lạt chi phí thế nào nha,search_travel,0.89,Đà Lạt,,0,2026-05-13 21:12:27.689281,drift
drift_75744_805,không phải,deny,0.87,,,0,2026-05-13 21:34:04.770182,drift
drift_73406_406,từ Vinh đi Phú Quốc bằng xe gì,search_travel,0.915,Phú Quốc,20000000.0,0,2026-05-13 21:55:41.851082,drift
drift_63353_104,lịch trình tour Đà Lạt nha,ask_tour_info,0.885,Đà Lạt,10000000.0,0,2026-05-13 22:17:18.931983,drift
drift_77687_421,đi staycation ở đâu shop,search_activity,0.953,,,0,2026-05-13 22:38:56.012884,drift
drift_52714_20,tour này có hdv không,ask_tour_info,0.983,,2000000.0,0,2026-05-13 23:00:33.093785,drift
drift_96929_30,cho mình xin nhà nghỉ Sapa nhé,search_accommodation,0.867,Sapa,10000000.0,0,2026-05-13 23:22:10.174685,drift
drift_24970_322,có nơi nào đẹp để đi chơi không gấp ạ,search_destination,0.929,,,0,2026-05-13 23:43:47.255586,drift
drift_63371_662,đi Đà Nẵng 2 ngày 1 đêm nên đi đâu,ask_itinerary,0.949,Đà Nẵng,300000.0,0,2026-05-14 00:05:24.336487,drift
drift_76478_834,ok bạn tư vấn với,affirm,0.95,,,0,2026-05-14 00:27:01.417388,drift
drift_59032_57,gợi ý lịch trình Sapa 4 ngày 1 đêm,ask_itinerary,0.887,Sapa,1000000.0,1,2026-05-14 00:48:38.498288,drift
drift_90687_453,Nha Trang có gì chơi nha,ask_location_feature,0.936,Nha Trang,,0,2026-05-14 01:10:15.579189,drift
drift_60329_471,bạn có biết nấu ăn không,out_of_scope,0.9,,,0,2026-05-14 01:31:52.660090,drift
drift_36050_173,cho thuê xe cắm trại,search_activity,0.886,,,0,2026-05-14 01:53:29.740991,drift
drift_83279_267,tạm biệt,goodbye,0.957,,,0,2026-05-14 02:15:06.821891,drift
drift_59075_147,đồ ăn Hà Nội thế nào nhé,search_food_dining,0.917,Hà Nội,,0,2026-05-14 02:36:43.902792,drift
drift_16927_21,đặt tour Sapa,book_tour,0.87,Sapa,,0,2026-05-14 02:58:20.983693,drift
drift_92073_52,bạn tên gì,bot_challenge,0.936,,,0,2026-05-14 03:19:58.064594,drift
drift_20533_95,muốn trekking ở Đà Lạt,search_activity,0.962,Đà Lạt,,0,2026-05-14 03:41:35.145494,drift
drift_20596_89,cho em xin tour Pù Luông 3000k,search_travel,0.958,Pù Luông,3000000.0,0,2026-05-14 04:03:12.226395,drift
drift_77380_748,bye,goodbye,0.965,,,0,2026-05-14 04:24:49.307296,drift
drift_53961_639,tour giá rẻ nhé,search_price,0.974,,500000.0,0,2026-05-14 04:46:26.388197,drift
