id,session_id,raw_text,predicted_intent,text_hash,cleaned_text,snorkel_intent,snorkel_confidence
59,sim_user_58,ik sapa,unlabeled,abf08ffa6a8a6b883fafe6430bd0b243,đi Sa_Pa,search_travel,0.9907313718961592
60,sim_user_59,muốn đặt phòng tại sapa,unlabeled,0bc5b924a1e3736916900b0d8c65b0c7,muốn đặt phòng tại Sa_Pa,book_hotel,0.7803165169351036
62,sim_user_61,tìm tour pù cúp,unlabeled,a7f3507720b879356bddd30b91f11c3d,tìm tour Phú_Quốc,search_travel,0.9987537189639808
65,sim_user_64,review du lịch đà nẵng,unlabeled,6ea0b5860b504ba2c4555f165d13afa1,review du_lịch đà_nẵng,search_travel,0.9987537189639808
66,sim_user_65,tìm tour đlạt,unlabeled,af50738f1cc5fe817a3343c348899183,tìm tour Đà_Lạt,search_travel,0.9987537189639808
67,sim_user_66,ik đlạt wá,unlabeled,00eade2cfbf85244326839f3b73d2095,đi Đà_Lạt quá,search_travel,0.9907313718961592
69,sim_user_68,có tour nào đi pù cúp,unlabeled,26190e76fb8539d000f85876697c3cc9,có tour nào đi Phú_Quốc,search_travel,0.9907313718961592
70,sim_user_69,có tour nào đi đà nẵng,unlabeled,75f013fa26e9dd1370dd103e672ae330,có tour nào đi đà_nẵng,search_travel,0.9907313718961592
73,sim_user_72,tìm chỗ ở ở đà lạt,unlabeled,11d66c634cac723b0cc9cfda0f6feb39,tìm chỗ ở ở Đà_Lạt,search_travel,0.9899936683498408
76,sim_user_75,muốn đi đlạt,unlabeled,84d59055125fbc2baa0235a90e84b4bc,muốn đi Đà_Lạt,search_travel,0.9907313718961592
83,sim_user_82,muốn đặt phòng tại pù cúp,unlabeled,41f6246cefa146c4bd2dbd9de3d244a7,muốn đặt phòng tại Phú_Quốc,book_hotel,0.7803165169351036
85,sim_user_84,muốn đi đà lạt,unlabeled,a369ce24c88ad81714b616e8ab7f7546,muốn đi Đà_Lạt,search_travel,0.9907313718961592
86,sim_user_85,thuê ks ở pù cúp,unlabeled,685f230088aa6d8c1d59e7a5db3c1ea5,thuê khách_sạn ở Phú_Quốc,book_hotel,0.7803165169351036
88,sim_user_87,muốn đi sapa nha,unlabeled,d304422e977f6dd59204e37f266c8468,muốn đi Sa_Pa nha,search_travel,0.9907313718961592
98,sim_user_97,muốn đi đà nẵng wá,unlabeled,7180c898222eff91e4a20ad13538640d,muốn đi đà_nẵng quá,search_travel,0.9907313718961592
100,sim_user_99,tìm tour sg,unlabeled,f30b870bfbd4e9ddd130c4c2b23124f9,tìm tour Sài_Gòn,search_travel,0.9987537189639808
102,sim_user_101,tìm chỗ ở ở phú quốc,unlabeled,c146c14647238404c34ecdf8b041dd90,tìm chỗ ở ở phú_quốc,search_travel,0.9899936683498408
105,sim_user_104,nấu ăn,unlabeled,452920c631fa0d49229ecdbdfd5eb070,nấu_ăn,out_of_scope,0.9776099591987578
107,sim_user_106,muốn đặt phòng tại đà nẵng,unlabeled,09f0e863311954018008e1bcf9b67c2f,muốn đặt phòng tại đà_nẵng,book_hotel,0.7803165169351036
109,sim_user_108,thuê ks ở hà nội,unlabeled,3a2a1631e1f83767a316030cff039561,thuê khách_sạn ở hà_nội,book_hotel,0.7803165169351036
110,sim_user_109,review du lịch sapa,unlabeled,80c155e5a3e050ec3fd8f43f486d3af7,review du_lịch Sa_Pa,search_travel,0.9987537189639808
111,sim_user_110,có tour nào đi đà lạt nha,unlabeled,76202e38ec2de216306fdea859493d7f,có tour nào đi Đà_Lạt nha,search_travel,0.9907313718961592
112,sim_user_111,muốn book vé tại đà nẵng,unlabeled,e5b503215e7969acfc2e0b7a58ac4485,muốn book vé tại đà_nẵng,book_hotel,0.7803165169351036
113,sim_user_112,muốn đặt phòng tại đà lạt,unlabeled,d214c00500c637d5a92b7b4eede52a25,muốn đặt phòng tại Đà_Lạt,book_hotel,0.7803165169351036
114,sim_user_113,book tour ở phú quốc,unlabeled,cf700bd495d561899785d63565d03307,book tour ở phú_quốc,book_hotel,0.7803165169351036
116,sim_user_115,có tour nào đi sapa wá,unlabeled,1ed8a6a3df39b55385fdb4277aaf00bd,có tour nào đi Sa_Pa quá,search_travel,0.9907313718961592
119,sim_user_118,đặt phòng ở đlạt,unlabeled,293515fc1709f1f890d38d69fe1d5c0c,đặt phòng ở Đà_Lạt,book_hotel,0.7803165169351036
122,sim_user_121,ik pù cúp wá,unlabeled,a25851b167a6b345ed7fa44ddf05378c,đi Phú_Quốc quá,search_travel,0.9907313718961592
123,sim_user_122,muốn book tour tại đà lạt,unlabeled,d536622b3e3cfa6fff9c319da7d6d98a,muốn book tour tại Đà_Lạt,book_hotel,0.7803165169351036
127,sim_user_126,muốn đi đà nẵng,unlabeled,086ff9a4d3aa10e4bb1512e17722e944,muốn đi đà_nẵng,search_travel,0.9907313718961592
129,sim_user_128,có tour nào đi sg,unlabeled,4ffe337781445428ef8f4dda8271dcf9,có tour nào đi Sài_Gòn,search_travel,0.9907313718961592
130,sim_user_129,có tour nào đi hà nội,unlabeled,3179c3bbd2e8e699b3a0f8b8f79e3e55,có tour nào đi hà_nội,search_travel,0.9907313718961592
133,sim_user_132,đặt vé ở phú quốc,unlabeled,63a31de8a220f85599f38cd41875a1f6,đặt vé ở phú_quốc,book_hotel,0.7803165169351036
135,sim_user_134,muốn tìm chỗ ở tại đà lạt nha,unlabeled,0a6260a69eef097595b870702c8d46bd,muốn tìm chỗ ở tại Đà_Lạt nha,search_travel,0.9899936683498408
137,sim_user_136,muốn đi phú quốc wá,unlabeled,f67847bd120a0db9519ad552a56f0fb6,muốn đi phú_quốc quá,search_travel,0.9907313718961592
145,sim_user_144,muốn đặt vé tại hà nội,unlabeled,3b5b858a6dd22ad000b4f950e3fc39cf,muốn đặt vé tại hà_nội,book_hotel,0.7803165169351036
148,sim_user_147,đặt vé ở sapa z,unlabeled,e3f34725b973f4d6d3b5bcda8b8c4cfc,đặt vé ở Sa_Pa vậy,book_hotel,0.7803165169351036
155,sim_user_154,có tour nào đi đlạt,unlabeled,5f9f0fe10793293694a4528be75f1988,có tour nào đi Đà_Lạt,search_travel,0.9907313718961592
157,sim_user_156,review du lịch đlạt,unlabeled,d6aa183d5eb64bbbdaecb78a3669bf27,review du_lịch Đà_Lạt,search_travel,0.9987537189639808
158,sim_user_157,ik sg,unlabeled,584c22905bb472348df9209e67d1ba69,đi Sài_Gòn,search_travel,0.9907313718961592
160,sim_user_159,tìm tour phú quốc,unlabeled,3f926ea6e21ad5188db5c45a79ea4063,tìm tour_phú_quốc,search_travel,0.9987537189639808
161,sim_user_160,muốn book vé tại phú quốc,unlabeled,074ca0ccb45f5c2e1e2290b9a2284320,muốn book vé tại phú_quốc,book_hotel,0.7803165169351036
165,sim_user_164,muốn book vé tại pù cúp,unlabeled,4a7dbcef051340b0a52c6b47b45b0420,muốn book vé tại Phú_Quốc,book_hotel,0.7803165169351036
173,sim_user_172,muốn đặt ks tại hà nội,unlabeled,93d1a62b2d0ccb0147fc156700b7f38b,muốn đặt khách_sạn tại hà_nội,book_hotel,0.7803165169351036
184,sim_user_183,muốn tìm chỗ ở tại sg,unlabeled,f7badc9f1baef325de3fef2c2cb37992,muốn tìm chỗ ở tại Sài_Gòn,search_travel,0.9899936683498408
186,sim_user_185,muốn thuê ks tại đà nẵng,unlabeled,3ddb4e7962ceea24007401d97ed766a5,muốn thuê khách_sạn tại đà_nẵng,book_hotel,0.7803165169351036
189,sim_user_188,tìm tour đlạt ko bot,unlabeled,f13546c2839fb29b70d2611f8bc20836,tìm tour Đà_Lạt không bot,search_travel,0.9987537189639808
190,sim_user_189,review du lịch phú quốc,unlabeled,f1f9a6e36462fa14e3ca25ab26321c97,review du_lịch phú_quốc,search_travel,0.9987537189639808
193,sim_user_192,book vé ở hà nội,unlabeled,9b2ba3fbd6ff0e6d9ec98b1b63ecce48,book vé ở hà_nội,book_hotel,0.7803165169351036
195,sim_user_194,tìm tour sapa,unlabeled,dab0dc711eb62a451529eca7e2abbf3b,tìm tour_Sa_Pa,search_travel,0.9987537189639808
196,sim_user_195,muốn đặt ks tại phú quốc,unlabeled,da73046e6a26234558772d86e5dbf24c,muốn đặt khách_sạn tại phú_quốc,book_hotel,0.7803165169351036
199,sim_user_198,tìm tour đà lạt,unlabeled,bc3499cfde289fa7ffcf489b2e50b011,tìm tour Đà_Lạt,search_travel,0.9987537189639808
204,sim_user_203,đặt vé ở sapa,unlabeled,4fcb46f03408f5b31c4e3e73bba663ef,đặt vé ở Sa_Pa,book_hotel,0.7803165169351036
205,sim_user_204,đặt phòng ở sg,unlabeled,4e1312655e9c81efe275bdfd5ec265da,đặt phòng ở Sài_Gòn,book_hotel,0.7803165169351036
208,sim_user_207,thời tiết nay sao z,unlabeled,8e708bb4b3888c9078f65967389bb51d,thời_tiết nay sao vậy,out_of_scope,0.9776099591987578
209,sim_user_208,thuê ks ở phú quốc nha,unlabeled,a93607d2063a803e049316668c5f00d2,thuê khách_sạn ở phú_quốc nha,book_hotel,0.7803165169351036
218,sim_user_217,muốn book tour tại sapa,unlabeled,0190a675bfdb9ea1bac0bcd6727a7014,muốn book tour tại Sa_Pa,book_hotel,0.7803165169351036
222,sim_user_221,muốn book vé tại đà lạt,unlabeled,a4f982bc9da57386ca663f6b1b1ad232,muốn book vé tại Đà_Lạt,book_hotel,0.7803165169351036
227,sim_user_226,muốn đi phú quốc ko bot,unlabeled,e5950686fd61a8753a614fe1f815c2f5,muốn đi phú_quốc không bot,search_travel,0.9907313718961592
228,sim_user_227,bot ngu nha,unlabeled,39fb5fa2457048afabd10a14791d9cda,bot ngu_nha,out_of_scope,0.9776099591987578
237,sim_user_236,review du lịch hà nội ko bot,unlabeled,1bcd60612b2e0b00cd5b557012345ffe,review du_lịch hà_nội không bot,search_travel,0.9987537189639808
240,sim_user_239,tìm tour hà nội,unlabeled,5f2a1f12670b718a9581ac411af38d40,tìm tour hà_nội,search_travel,0.9987537189639808
241,sim_user_240,book tour ở đlạt wá,unlabeled,787fe954b2e51c8e73f187567779f614,book tour ở Đà_Lạt quá,book_hotel,0.7803165169351036
242,sim_user_241,ik hà nội,unlabeled,405993f0ba1198b08d25a908c8a1b821,đi hà_nội,search_travel,0.9907313718961592
250,sim_user_249,ik phú quốc ko bot,unlabeled,b2669d75204f624609ab1d33bdb2876b,đi phú_quốc không bot,search_travel,0.9907313718961592
251,sim_user_250,muốn tìm chỗ ở tại phú quốc,unlabeled,7276fd30e2ae6e3697db8524c8cb63c0,muốn tìm chỗ ở tại phú_quốc,search_travel,0.9899936683498408
261,sim_user_260,muốn đi đlạt ko bot,unlabeled,8f46843f736ec36abfc9e02521f67039,muốn đi Đà_Lạt không bot,search_travel,0.9907313718961592
262,sim_user_261,ik phú quốc nha,unlabeled,d080f155ce7d5a942a97de4bd0daf034,đi phú_quốc nha,search_travel,0.9907313718961592
264,sim_user_263,muốn đặt phòng tại đlạt,unlabeled,f0fcbce8c503986a4819f06ebe4f1d88,muốn đặt phòng tại Đà_Lạt,book_hotel,0.7803165169351036
272,sim_user_271,ik đà lạt ko bot,unlabeled,c479e93d13fac1fdd807a4764be06a3c,đi Đà_Lạt không bot,search_travel,0.9907313718961592
276,sim_user_275,đặt ks ở đà nẵng,unlabeled,06a33cef8150034f67a48a1f7f44c1ed,đặt khách_sạn ở đà_nẵng,book_hotel,0.7803165169351036
277,sim_user_276,muốn book vé tại đlạt,unlabeled,0223ca3ac7228a069d1a282f0eab7435,muốn book vé tại Đà_Lạt,book_hotel,0.7803165169351036
280,sim_user_279,muốn thuê ks tại phú quốc,unlabeled,820d0169f0849fe0d57239649c8a6ec1,muốn thuê khách_sạn tại phú_quốc,book_hotel,0.7803165169351036
281,sim_user_280,tìm tour phú quốc z,unlabeled,f948af04db4a704180a551de6b303017,tìm tour_phú_quốc vậy,search_travel,0.9987537189639808
283,sim_user_282,muốn đi phú quốc,unlabeled,84d78f152d5751464ee97fa720ac8a5c,muốn đi phú_quốc,search_travel,0.9907313718961592
290,sim_user_289,thuê ks ở đà lạt,unlabeled,f6085cb244747402a4f14db492ed6f98,thuê khách_sạn ở Đà_Lạt,book_hotel,0.7803165169351036
292,sim_user_291,tìm tour đlạt nha,unlabeled,1355b496cace363ea172464357dd5646,tìm tour Đà_Lạt nha,search_travel,0.9987537189639808
294,sim_user_293,muốn tìm chỗ ở tại sapa nha,unlabeled,3afd144c91945d3bdbc4a14f4591338f,muốn tìm chỗ ở tại Sa_Pa nha,search_travel,0.9899936683498408
297,sim_user_296,đặt ks ở sapa,unlabeled,7f3e18e3d4fe415290d2dd333ad6d82e,đặt khách_sạn ở Sa_Pa,book_hotel,0.7803165169351036
307,sim_user_306,muốn đặt ks tại đà lạt,unlabeled,5dc85e528e80bb8215211b99157c827d,muốn đặt khách_sạn tại Đà_Lạt,book_hotel,0.7803165169351036
311,sim_user_310,giải bài tập nha,unlabeled,aa7f4fe2c2bef343966ee8e4f2f4f2f2,giải bài_tập nha,out_of_scope,0.9776099591987578
312,sim_user_311,ik hà nội ko bot,unlabeled,76bbf84f13bb51bb453df7f94496223c,đi hà_nội không bot,search_travel,0.9907313718961592
314,sim_user_313,book tour ở sg,unlabeled,f3989780ee8f2132c22e76608d24d4bb,book tour ở Sài_Gòn,book_hotel,0.7803165169351036
315,sim_user_314,book tour ở sg wá,unlabeled,94643560f67a2ea419084dcf455a5e24,book tour ở Sài_Gòn quá,book_hotel,0.7803165169351036
323,sim_user_322,review du lịch đlạt z,unlabeled,e3c4f669481061a3fa05b8a3d9a9d42c,review du_lịch Đà_Lạt vậy,search_travel,0.9987537189639808
327,sim_user_326,review du lịch sg,unlabeled,8ad91d0c483a38b0f637cb596b59d4d0,review du_lịch Sài_Gòn,search_travel,0.9987537189639808
330,sim_user_329,ik phú quốc,unlabeled,69382c2bb4e42ab6c2ce61ec23026d54,đi phú_quốc,search_travel,0.9907313718961592
338,sim_user_337,thuê ks ở sapa,unlabeled,2713e93d571051cd902b42f4b0b5d92a,thuê khách_sạn ở Sa_Pa,book_hotel,0.7803165169351036
339,sim_user_338,tìm chỗ ở ở đlạt,unlabeled,50ec050d4b5c7bf7ac4a640e151701b9,tìm chỗ ở ở Đà_Lạt,search_travel,0.9899936683498408
349,sim_user_348,review du lịch hà nội nha,unlabeled,7cc1648069dab2514043844359bd8bff,review du_lịch hà_nội nha,search_travel,0.9987537189639808
350,sim_user_349,muốn đặt phòng tại sg nha,unlabeled,5eb6e25309744966ffb1027f8070be10,muốn đặt phòng tại Sài_Gòn nha,book_hotel,0.7803165169351036
351,sim_user_350,muốn tìm chỗ ở tại pù cúp,unlabeled,ecb3908f6af039b2ea2dcfee70472095,muốn tìm chỗ ở tại Phú_Quốc,search_travel,0.9899936683498408
352,sim_user_351,muốn đi hà nội,unlabeled,e30582b6a678e8dd9c168ec0d9666702,muốn đi hà_nội,search_travel,0.9907313718961592
354,sim_user_353,review du lịch đà nẵng z,unlabeled,5daac26339a57092efdcda11a832741b,review du_lịch đà_nẵng vậy,search_travel,0.9987537189639808
358,sim_user_357,nấu ăn z,unlabeled,72a4dba1df3acfdea2919df8b6eaec5c,nấu_ăn vậy,out_of_scope,0.9776099591987578
371,sim_user_370,ik đà lạt z,unlabeled,36724e2e34277c24fcf7381816498271,đi Đà_Lạt vậy,search_travel,0.9907313718961592
372,sim_user_371,review du lịch đlạt wá,unlabeled,7145cb3e7f14f94f1a86ba5372ba7a07,review du_lịch Đà_Lạt quá,search_travel,0.9987537189639808
388,sim_user_387,chửi thề nha,unlabeled,c37f90e54dd9b5a246714c74e6d1acf2,chửi thề nha,out_of_scope,0.9776099591987578
393,sim_user_392,tìm chỗ ở ở pù cúp ko bot,unlabeled,b86a12e6076778ed396e648b6536fe1b,tìm chỗ ở ở Phú_Quốc không bot,search_travel,0.9899936683498408
397,sim_user_396,muốn book vé tại phú quốc ko bot,unlabeled,34b123dc09897719ec2ad3cb1591052d,muốn book vé tại phú_quốc không bot,book_hotel,0.7803165169351036
400,sim_user_399,muốn book tour tại pù cúp,unlabeled,81ff61f0c9d5f75e49f8769aebf58c2d,muốn book tour tại Phú_Quốc,book_hotel,0.7803165169351036
404,sim_user_403,review du lịch phú quốc ko bot,unlabeled,c95e9f7580e3549d1c23b3dee8a9e3aa,review du_lịch phú_quốc không bot,search_travel,0.9987537189639808
410,sim_user_409,có tour nào đi sapa ko bot,unlabeled,d89ce33bd9d9ea050f129f54dcfa4a57,có tour nào đi Sa_Pa không bot,search_travel,0.9907313718961592
417,sim_user_416,tìm tour đlạt wá,unlabeled,70c6e5c3207b7cd1da33fc8d13be9283,tìm tour Đà_Lạt quá,search_travel,0.9987537189639808
422,sim_user_421,muốn tìm chỗ ở tại hà nội,unlabeled,fe0bf76a2f07baac9be5ad31dab3c1cc,muốn tìm chỗ ở tại hà_nội,search_travel,0.9899936683498408
435,sim_user_434,book vé ở sapa,unlabeled,c228e431692c7fd7b32070b7be517259,book vé ở Sa_Pa,book_hotel,0.7803165169351036
441,sim_user_440,muốn tìm chỗ ở tại đà lạt,unlabeled,fa657ff711f9de2bd68376ef17626d3e,muốn tìm chỗ ở tại Đà_Lạt,search_travel,0.9899936683498408
447,sim_user_446,ik hà nội wá,unlabeled,651b39b40a2e375524640b19a6355083,đi hà_nội quá,search_travel,0.9907313718961592
448,sim_user_447,đặt vé ở pù cúp wá,unlabeled,b78e91189e115c6a4cae0e29e73f7491,đặt vé ở Phú_Quốc quá,book_hotel,0.7803165169351036
449,sim_user_448,ik đà lạt,unlabeled,d94fd1de83aa685bc16dd6f7292f62e5,đi Đà_Lạt,search_travel,0.9907313718961592
451,sim_user_450,review du lịch pù cúp wá,unlabeled,62d15e93fd7626f27015b9eb7a490819,review du_lịch Phú_Quốc quá,search_travel,0.9987537189639808
456,sim_user_455,book tour ở đà nẵng,unlabeled,86cf354c1d9fe3c552ffae5fa523972a,book tour ở đà_nẵng,book_hotel,0.7803165169351036
462,sim_user_461,muốn đi sg nha,unlabeled,c210379e9c3d14226c8aa8d16d09f75b,muốn đi Sài_Gòn nha,search_travel,0.9907313718961592
467,sim_user_466,review du lịch phú quốc wá,unlabeled,5ad6403df60e2b366a481e17f1fe3c5c,review du_lịch phú_quốc quá,search_travel,0.9987537189639808
469,sim_user_468,có tour nào đi đà lạt,unlabeled,493deec95fc6e9a3c6fde94fa5037623,có tour nào đi Đà_Lạt,search_travel,0.9907313718961592
474,sim_user_473,giải bài tập ko bot,unlabeled,5315442fd3f769904f7995a224f4dac1,giải bài_tập không bot,out_of_scope,0.9776099591987578
475,sim_user_474,có tour nào đi đà lạt z,unlabeled,8264f1480792ea503f27a9b60c12e693,có tour nào đi Đà_Lạt vậy,search_travel,0.9907313718961592
476,sim_user_475,muốn book tour tại hà nội,unlabeled,aed8c75c24bae701b49e38dcd044b80a,muốn book tour tại hà_nội,book_hotel,0.7803165169351036
477,sim_user_476,muốn đi hà nội z,unlabeled,19f4db6c03920a67a02682f5818f6f5a,muốn đi hà_nội vậy,search_travel,0.9907313718961592
479,sim_user_478,review du lịch đà lạt ko bot,unlabeled,104842f341a5ac1cc2ce726516055186,review du_lịch Đà_Lạt không bot,search_travel,0.9987537189639808
494,sim_user_493,đặt vé ở hà nội,unlabeled,4c4552e6dd9cfcb2c154bf64a2f4e090,đặt vé ở hà_nội,book_hotel,0.7803165169351036
507,sim_user_506,ik sg wá,unlabeled,ce74902743caf3ed44ae412ced5e4f6c,đi Sài_Gòn quá,search_travel,0.9907313718961592
513,sim_user_512,đặt vé ở pù cúp,unlabeled,b1a6ee75774176cb266ede9e8b858071,đặt vé ở Phú_Quốc,book_hotel,0.7803165169351036
523,sim_user_522,book vé ở phú quốc ko bot,unlabeled,29e42af992814c66a33031a4c5840dad,book vé ở phú_quốc không bot,book_hotel,0.7803165169351036
533,sim_user_532,muốn book tour tại đlạt,unlabeled,61d6c744c54fbef406d684ec3c736646,muốn book tour tại Đà_Lạt,book_hotel,0.7803165169351036
536,sim_user_535,có tour nào đi sg nha,unlabeled,955a1945ead82aae3896ed8c3d5ce08f,có tour nào đi Sài_Gòn nha,search_travel,0.9907313718961592
544,sim_user_543,muốn book vé tại sapa,unlabeled,993a6043968fe5c4423c7e9ba448a252,muốn book vé tại Sa_Pa,book_hotel,0.7803165169351036
548,sim_user_547,muốn đặt phòng tại phú quốc,unlabeled,d35730859c8836db2165556191f823db,muốn đặt phòng tại phú_quốc,book_hotel,0.7803165169351036
550,sim_user_549,tìm tour pù cúp nha,unlabeled,e7fa635e1a050745558379dca27b3db9,tìm tour Phú_Quốc nha,search_travel,0.9987537189639808
551,sim_user_550,muốn tìm chỗ ở tại đà nẵng,unlabeled,a451c1d2721c4bb2093485ccbd80411c,muốn tìm chỗ ở tại đà_nẵng,search_travel,0.9899936683498408
555,sim_user_554,có tour nào đi đlạt nha,unlabeled,d9618755e5441fe0c7d54de3cbe58910,có tour nào đi Đà_Lạt nha,search_travel,0.9907313718961592
556,sim_user_555,ik sapa wá,unlabeled,3d7b686922b9d2b0a8e139881acf8960,đi Sa_Pa quá,search_travel,0.9907313718961592
557,sim_user_556,đặt phòng ở đà lạt,unlabeled,19037a8c43c7a2eb283a9f31724c5390,đặt phòng ở Đà_Lạt,book_hotel,0.7803165169351036
558,sim_user_557,muốn thuê ks tại đà lạt,unlabeled,4dbef9bd6a3eabaf21bffb0192e99aa2,muốn thuê khách_sạn tại Đà_Lạt,book_hotel,0.7803165169351036
562,sim_user_561,book vé ở sg,unlabeled,960d0913321b1df18c5925a24c2ef6d9,book vé ở Sài_Gòn,book_hotel,0.7803165169351036
564,sim_user_563,ik pù cúp ko bot,unlabeled,02fe8c3a4c051b51a24bdaa6e68d37df,đi Phú_Quốc không bot,search_travel,0.9907313718961592
580,sim_user_579,muốn book vé tại đlạt nha,unlabeled,91b39c7e0209b407113d9142261f3c1f,muốn book vé tại Đà_Lạt nha,book_hotel,0.7803165169351036
584,sim_user_583,muốn đặt ks tại đlạt,unlabeled,590c3c5dabcf5a827b7104fa69386602,muốn đặt khách_sạn tại Đà_Lạt,book_hotel,0.7803165169351036
585,sim_user_584,review du lịch sapa wá,unlabeled,40b6fef085daaef409d3a44cc3a27db0,review du_lịch Sa_Pa quá,search_travel,0.9987537189639808
589,sim_user_588,đặt phòng ở hà nội ko bot,unlabeled,83d8fe191016c98e5d5d959dd59579ca,đặt phòng ở hà_nội không bot,book_hotel,0.7803165169351036
599,sim_user_598,muốn book vé tại hà nội,unlabeled,7f6229152106267ee14e9130016c05e7,muốn book vé tại hà_nội,book_hotel,0.7803165169351036
605,sim_user_604,đặt ks ở đà nẵng nha,unlabeled,ec8db56c0ca94ae1265564b60831b725,đặt khách_sạn ở đà_nẵng nha,book_hotel,0.7803165169351036
608,sim_user_607,tìm tour pù cúp wá,unlabeled,b7e53b7fc6420b8fc92555cf6952f600,tìm tour Phú_Quốc quá,search_travel,0.9987537189639808
621,sim_user_620,book tour ở pù cúp,unlabeled,d75bdf818919765396c9e97ae054e27c,book tour ở Phú_Quốc,book_hotel,0.7803165169351036
