text,intent
giá vàng hôm nay bao nhiêu,out_of_scope
bạn ăn cơm chưa,out_of_scope
cách trồng cây bonsai,out_of_scope
giải dùm bài toán dợ,out_of_scope
nay đề về bao nhiêu,out_of_scope
thời tiết hà nội hôm nay thế nào,out_of_scope
ronaldo hay messi đá hay hơn,out_of_scope
viết bài văn tả con mèo,out_of_scope
1 cộng 1 bằng mấy,out_of_scope
kể cho tôi một câu chuyện cười,out_of_scope
bitcoin đang giá bao nhiêu,out_of_scope
tìm [homestay](category),search_accommodation
book [phòng](category) [sài gòn](location),search_accommodation
[nhà nghỉ](category) thì sao,search_accommodation
các [khách sạn](category) ở đó thì sao,search_accommodation
có [homestay](category) nào view đồi núi không,search_accommodation
[resort](category) thì sao hả bot,search_accommodation
cho tui xem [homestay](category) thì sao,search_accommodation
thuê [resort](category) [đà nẵng](location),search_accommodation
gợi ý vài cái [homestay](category) ở Đà Lạt,search_accommodation
mình cần book [phòng](category),search_accommodation
gợi ý mình vài [resort](category) view biển,search_accommodation
đổi sang [nhà nghỉ](category) nhé,search_accommodation
mình muốn tìm chỗ ăn ngủ,search_accommodation
muốn thuê [villa](category) nguyên căn,search_accommodation
tìm [khách sạn](category) ở Vũng Tàu,search_accommodation
có homestay nào giá rẻ không,search_accommodation
cho mình xem vài [khu nghỉ dưỡng](category),search_accommodation
thế còn [khách sạn](category) thì sao,search_accommodation
tìm khu [nghỉ dưỡng](category) có spa,search_accommodation
đặt [phòng](category) [khách sạn](category) [Đà Lạt](location),search_accommodation
tìm [homestay](category) view đẹp ở [Phú Quốc](location) vậy,search_accommodation
[chỗ nghỉ](category) nào sạch sẽ giá tốt,search_accommodation
có [resort](category) nào tại Sapa không,search_accommodation
tìm [chỗ ở](category) quanh Đà Lạt,search_accommodation
book [phòng](category) [Đà Lạt](location),search_accommodation
[leo núi](activity) [tháng 10](month),search_activity
tìm chỗ [tắm biển](activity),search_activity
[đi trekking](activity),search_activity
muốn đi lặn san hô,search_activity
đi [leo núi](activity) ở đâu,search_activity
[săn mây](activity) ở Tà Xùa,search_activity
muốn trải nghiệm văn hóa bản địa,search_activity
[trekking](activity) Sapa,search_activity
đi [cắm trại](activity) ở đâu,search_activity
đi [tắm biển](activity) ở đâu,search_activity
tôi muốn [trekking](activity),search_activity
đi [săn mây](activity) ở đâu,search_activity
mình muốn leo núi vào [tháng 10](month),search_activity
chỗ nào [trekking](activity) đẹp,search_activity
[cắm trại](activity) ở Đà Lạt,search_activity
[trekking](activity) [tháng 10](month),search_activity
nơi nào có thể [cắm trại](activity),search_activity
tôi muốn [lên núi](activity) chơi,search_activity
[leo núi](activity) Lào Cai,search_activity
chỗ nào leo núi đẹp vào [tháng 10](month),search_activity
chi phí đi leo núi [tháng 10](month) là bao nhiêu,search_activity
đi [trekking](activity) ở đâu,search_activity
gợi ý nơi [đi cáp treo](activity),search_activity
tôi muốn [săn mây](activity),search_activity
đi [lặn san hô](activity) ở đâu,search_activity
đi leo núi [tháng 10](month) hết bao nhiêu tiền,search_activity
đi Phú Quốc [lặn san hô](activity),search_activity
[lặn san hô](activity) phú quốc,search_activity
đi [trekking](activity) vào [tháng 10](month) thì nên đi đâu,search_activity
đợt này muốn đi trốn deadline quá,search_destination
thời tiết [Nha Trang](location) sao,search_destination
[sắp tới](time_window) tôi nên đi đâu,search_destination
tôi muốn đi du lịch [mùa hè](season),search_destination
dịp lễ [30/4](time_window) nên đi tỉnh nào,search_destination
mình đang bị suy đi đâu hợp lý,search_destination
gợi ý địa điểm du lịch,search_destination
gợi ý chỗ nào đi chữa lành healing với bot,search_destination
gợi ý điểm đi chơi [tháng 4](month_from) đến [tháng 6](month_to),search_destination
đi từ [tháng 9](month_from) sang [tháng 11](month_to) thì có chỗ nào đẹp,search_destination
có nơi nào đẹp để đi chơi không,search_destination
dạo này stress quá có chỗ nào [yên tĩnh](category) đi [vài ngày](duration) không,search_destination
gợi ý điểm du lịch,search_destination
muốn đi đâu đó từ tháng 1 tới tháng 3,search_destination
tôi muốn đi du lịch,search_destination
muốn tìm nơi [chữa lành](category),search_destination
tôi muốn đi đâu đó,search_destination
tôi muốn đi trong [tháng 5](month),search_destination
[tháng 12](month) đi đâu ở [miền bắc](category) đẹp,search_destination
t muốn đi Đà Lạt,search_destination
chỗ nào chụp hình sống ảo cháy máy ta,search_destination
cho xin review đi Sapa [tháng 10](month),search_destination
có quán nào ngon chân ái không,search_food_dining
có điểm nào ăn uống ngon không,search_food_dining
địa chỉ ăn hải sản ngon bổ rẻ,search_food_dining
ăn tối ở Đà Lạt nên đi đâu,search_food_dining
ăn gì ở hội an,search_food_dining
Sapa có món gì ngon,search_food_dining
cho mình xin địa chỉ vài quán hải sản hạt dẻ ở nha trang,search_food_dining
quán nhậu ở Nha Trang,search_food_dining
recommend vài quán nhậu ngon nha,search_food_dining
đến huế thì ăn món gì ngon,search_food_dining
đà lạt có đặc sản gì,search_food_dining
chỗ nào bán đặc sản làm quà,search_food_dining
đến Phú Quốc phải ăn gì,search_food_dining
xin list đồ ăn vặt,search_food_dining
ăn sáng ở đâu,search_food_dining
món nào ngon cực dính,search_food_dining
đi sapa chi phí bao nhiêu,search_price
trọn gói vậy có phát sinh phụ phí gì không,search_price
rổ giá như nào,search_price
đi vậy thiệt hại cỡ nhiêu,search_price
đi Đà Nẵng tầm bao nhiêu tiền,search_price
cho hỏi giá phòng 1 đêm,search_price
cho mình hỏi giá vé cáp treo vinpearl,search_price
giá có hạt dẻ không,search_price
điểm nào dành cho hệ học sinh sinh viên,search_price
tôi muốn đi du lịch giá rẻ,search_price
tour này mắc không,search_price
xin bảng giá chi tiết,search_price
ví đang mỏng có đi được không,search_price
gợi ý nơi giá rẻ,search_price
vé vào cửa đắt không,search_price
chi phí ăn ở đi lại tốn bao nhiêu,search_price
từ Sài Gòn ra Nha Trang bằng [máy bay](transportation),search_travel
tôi muốn từ Hà Nội đi Hà Giang,search_travel
mà thôi cho tôi đi Đà Lạt,search_travel
tôi muốn đi Phú Quốc,search_travel
tôi muốn đi Vũng Tàu,search_travel
thôi cho mình đi Đà Nẵng,search_travel
thôi đi Vũng Tàu,search_travel
tôi muốn đi Hội An,search_travel
tôi muốn từ Sài Gòn đi Đà Lạt [3 ngày](duration),search_travel
du lịch quanh Hà Nội ngân sách [1 triệu](budget),search_travel
"tôi muốn đi du lịch [mùa hè](season), ngân sách [1 triệu](budget)",search_travel
từ Hà Nội đi Hà Giang,search_travel
mình muốn đi Phú Quốc,search_travel
tôi muốn đi Sapa,search_travel
tôi muốn đi Đà Nẵng,search_travel
kinh phí eo hẹp cỡ [2 củ](budget) thì đi đc đâu không bot,search_travel
từ Sài Gòn qua Vũng Tàu,search_travel
chi phí đi du lịch khoảng [5 triệu](budget),search_travel
muốn đi Đà Nẵng [tháng 5](month) với ngân sách [6 củ](budget),search_travel
mà thôi đi Phú Quốc,search_travel
tui mún đi Đà Nẵng [4 ngày 3 đêm](duration) ngân sách cỡ [5 củ](budget),search_travel
từ Đà Nẵng ra Huế,search_travel
đang muốn set kèo đi Vũng Tàu,search_travel
gợi ý chuyến đi Nha Trang [3 ngày](duration) tầm [5 triệu](budget),search_travel
chi phí cho chuyến đi Phú Quốc [4 ngày](duration) rơi vào khoảng bao nhiêu,search_travel
tôi muốn đi Hà Nội,search_travel
thôi thì cho mình đi Sapa vậy,search_travel
tôi muốn đi từ Hà Nội đến Hà Giang,search_travel
muốn vi vu vài ngày,search_travel
tài chính [10 củ](budget) quay đầu,search_travel
từ Hà Nội đi Sapa bằng [xe khách](transportation),search_travel
mình muốn đi Đà Lạt,search_travel
đi phượt Sapa thôi,search_travel
tầm [2 triệu](budget) đi Vũng Tàu [2 ngày 1 đêm](duration),search_travel
thôi cho tôi đi Nha Trang,search_travel
mình muốn đi Nha Trang,search_travel
từ Sài Gòn đi Nha Trang bằng [tàu hỏa](transportation),search_travel
từ Hà Nội đến Hà Giang,search_travel
tôi muốn đi Đà Lạt,search_travel
mình có tầm [4 triệu](budget),search_travel
từ Sài Gòn đi Đà Lạt,search_travel
[sắp tới](time_window) có chỗ nào đi được với [1.5 triệu](budget) không,search_travel
muốn từ Sài Gòn đến Nha Trang,search_travel
